altitude,xaccel,yaccel,zaccel,elevator,aileron,rudder
1615.0033,7.8644,3.418,-0.5179,0.0568,0.029,0.0
1615.0168,7.8645,3.4176,-0.5179,0.0568,0.029,0.0
1615.0302,7.8647,3.4172,-0.5178,0.0568,0.029,0.0
1615.0437,7.8649,3.4169,-0.5177,0.0568,0.029,0.0
1615.0572,7.865,3.4165,-0.5177,0.0568,0.029,0.0
1615.0706,7.8652,3.4162,-0.5176,0.0568,0.029,0.0
1615.0841,7.8653,3.4158,-0.5176,0.0568,0.029,0.0
1615.0975,7.8655,3.4155,-0.5175,0.0568,0.029,0.0
1615.111,7.8657,3.4151,-0.5175,0.0568,0.029,0.0
1615.1244,7.8658,3.4147,-0.5174,0.0568,0.029,0.0
1615.1379,7.866,3.4144,-0.5174,0.0568,0.029,0.0
1615.1514,7.8661,3.414,-0.5173,0.0568,0.029,0.0
1615.1648,7.8663,3.4137,-0.5173,0.0568,0.029,0.0
1615.1783,7.8664,3.4133,-0.5172,0.0568,0.029,0.0
1615.1917,7.8666,3.4129,-0.5172,0.0568,0.029,0.0
1615.2052,7.8668,3.4126,-0.5171,0.0568,0.029,0.0
1615.2186,7.8669,3.4122,-0.517,0.0568,0.029,0.0
1615.2321,7.8671,3.4119,-0.517,0.0568,0.029,0.0
1615.2456,7.8672,3.4115,-0.5169,0.0568,0.029,0.0
1615.259,7.8674,3.4112,-0.5169,0.0568,0.029,0.0
1615.2725,7.8676,3.4108,-0.5168,0.0568,0.029,0.0
1615.2859,7.8677,3.4104,-0.5168,0.0568,0.029,0.0
1615.2994,7.8679,3.4101,-0.5167,0.0568,0.029,0.0
1615.3128,7.868,3.4097,-0.5167,0.0568,0.029,0.0
1615.3263,7.8682,3.4094,-0.5166,0.0568,0.029,0.0
1615.3397,7.8684,3.409,-0.5166,0.0568,0.029,0.0
1615.3532,7.8685,3.4086,-0.5165,0.0568,0.029,0.0
1615.3667,7.8687,3.4083,-0.5164,0.0568,0.029,0.0
1615.3801,7.8688,3.4079,-0.5164,0.0568,0.029,0.0
1615.3936,7.869,3.4076,-0.5163,0.0568,0.029,0.0
1615.407,7.8691,3.4072,-0.5163,0.0568,0.029,0.0
1615.4205,7.8693,3.4069,-0.5162,0.0568,0.029,0.0
1615.4339,7.8695,3.4065,-0.5162,0.0568,0.029,0.0
1615.4474,7.8696,3.4061,-0.5161,0.0568,0.029,0.0
1615.4609,7.8698,3.4058,-0.5161,0.0568,0.029,0.0
1615.4743,7.8699,3.4054,-0.516,0.0568,0.029,0.0
1615.4878,7.8701,3.4051,-0.516,0.0568,0.029,0.0
1615.5012,7.8703,3.4047,-0.5159,0.0568,0.029,0.0
1615.5147,7.8704,3.4043,-0.5159,0.0568,0.029,0.0
1615.5281,7.8706,3.404,-0.5158,0.0568,0.029,0.0
1615.5416,7.8707,3.4036,-0.5157,0.0568,0.029,0.0
1615.5551,7.8709,3.4033,-0.5157,0.0568,0.029,0.0
1615.5685,7.871,3.4029,-0.5156,0.0568,0.029,0.0
1615.582,7.8712,3.4025,-0.5156,0.0568,0.029,0.0
1615.5954,7.8714,3.4022,-0.5155,0.0568,0.029,0.0
1615.6089,7.8715,3.4018,-0.5155,0.0568,0.029,0.0
1615.6223,7.8717,3.4015,-0.5154,0.0568,0.029,0.0
1615.6358,7.8718,3.4011,-0.5154,0.0568,0.029,0.0
1615.6492,7.872,3.4008,-0.5153,0.0568,0.029,0.0
1615.6627,7.8722,3.4004,-0.5153,0.0568,0.029,0.0
1615.6762,7.8723,3.4,-0.5152,0.0568,0.029,0.0
1615.6896,7.8725,3.3997,-0.5151,0.0568,0.029,0.0
1615.7031,7.8726,3.3993,-0.5151,0.0568,0.029,0.0
1615.7165,7.8728,3.399,-0.515,0.0568,0.029,0.0
1615.73,7.8729,3.3986,-0.515,0.0568,0.029,0.0
1615.7434,7.8731,3.3982,-0.5149,0.0568,0.029,0.0
1615.7569,7.8733,3.3979,-0.5149,0.0568,0.029,0.0
1615.7704,7.8734,3.3975,-0.5148,0.0568,0.029,0.0
1615.7838,7.8736,3.3972,-0.5148,0.0568,0.029,0.0
1615.7973,7.8737,3.3968,-0.5147,0.0568,0.029,0.0
1615.8107,7.8739,3.3964,-0.5147,0.0568,0.029,0.0
1615.8242,7.874,3.3961,-0.5146,0.0568,0.029,0.0
1615.8376,7.8742,3.3957,-0.5146,0.0568,0.029,0.0
1615.8511,7.8744,3.3954,-0.5145,0.0568,0.029,0.0
1615.8646,7.8745,3.395,-0.5144,0.0568,0.029,0.0
1615.878,7.8747,3.3947,-0.5144,0.0568,0.029,0.0
1615.8915,7.8748,3.3943,-0.5143,0.0568,0.029,0.0
1615.9049,7.875,3.3939,-0.5143,0.0568,0.029,0.0
1615.9184,7.8752,3.3936,-0.5142,0.0568,0.029,0.0
1615.9318,7.8753,3.3932,-0.5142,0.0568,0.029,0.0
1615.9453,7.8755,3.3929,-0.5141,0.0568,0.029,0.0
1615.9587,7.8756,3.3925,-0.5141,0.0568,0.029,0.0
1615.9722,7.8758,3.3921,-0.514,0.0568,0.029,0.0
1615.9857,7.8759,3.3918,-0.514,0.0568,0.029,0.0
1615.9991,7.8761,3.3914,-0.5139,0.0568,0.029,0.0
1616.0126,7.8763,3.3911,-0.5138,0.0568,0.029,0.0
1616.026,7.8764,3.3907,-0.5138,0.0568,0.029,0.0
1616.0395,7.8766,3.3903,-0.5137,0.0568,0.029,0.0
1616.0529,7.8767,3.39,-0.5137,0.0568,0.029,0.0
1616.0664,7.8769,3.3896,-0.5136,0.0568,0.029,0.0
1616.0799,7.877,3.3893,-0.5136,0.0568,0.029,0.0
1616.0933,7.8772,3.3889,-0.5135,0.0568,0.029,0.0
1616.1068,7.8774,3.3885,-0.5135,0.0568,0.029,0.0
1616.1202,7.8775,3.3882,-0.5134,0.0568,0.029,0.0
1616.1337,7.8777,3.3878,-0.5134,0.0568,0.029,0.0
1616.1471,7.8778,3.3875,-0.5133,0.0568,0.029,0.0
1616.1606,7.878,3.3871,-0.5133,0.0568,0.029,0.0
1616.1741,7.8781,3.3868,-0.5132,0.0568,0.029,0.0
1616.1875,7.8783,3.3864,-0.5131,0.0568,0.029,0.0
1616.201,7.8785,3.386,-0.5131,0.0568,0.029,0.0
1616.2144,7.8786,3.3857,-0.513,0.0568,0.029,0.0
1616.2279,7.8788,3.3853,-0.513,0.0568,0.029,0.0
1616.2413,7.8789,3.385,-0.5129,0.0568,0.029,0.0
1616.2548,7.8791,3.3846,-0.5129,0.0568,0.029,0.0
1616.2682,7.8792,3.3842,-0.5128,0.0568,0.029,0.0
1616.2817,7.8794,3.3839,-0.5128,0.0568,0.029,0.0
1616.2952,7.8796,3.3835,-0.5127,0.0568,0.029,0.0
1616.3086,7.8797,3.3832,-0.5127,0.0568,0.029,0.0
1616.3221,7.8799,3.3828,-0.5126,0.0568,0.029,0.0
1616.3355,7.88,3.3824,-0.5125,0.0568,0.029,0.0
1616.349,7.8802,3.3821,-0.5125,0.0568,0.029,0.0
1616.3624,7.8803,3.3817,-0.5124,0.0568,0.029,0.0
1616.3759,7.8805,3.3814,-0.5124,0.0568,0.029,0.0
1616.3894,7.8807,3.381,-0.5123,0.0568,0.029,0.0
1616.4028,7.8808,3.3806,-0.5123,0.0568,0.029,0.0
1616.4163,7.881,3.3803,-0.5122,0.0568,0.029,0.0
1616.4297,7.8811,3.3799,-0.5122,0.0568,0.029,0.0
1616.4432,7.8813,3.3796,-0.5121,0.0568,0.029,0.0
1616.4566,7.8814,3.3792,-0.5121,0.0568,0.029,0.0
1616.4701,7.8816,3.3788,-0.512,0.0568,0.029,0.0
1616.4836,7.8818,3.3785,-0.512,0.0568,0.029,0.0
1616.497,7.8819,3.3781,-0.5119,0.0568,0.029,0.0
1616.5105,7.8821,3.3778,-0.5118,0.0568,0.029,0.0
1616.5239,7.8822,3.3774,-0.5118,0.0568,0.029,0.0
1616.5374,7.8824,3.3771,-0.5117,0.0568,0.029,0.0
1616.5508,7.8825,3.3767,-0.5117,0.0568,0.029,0.0
1616.5643,7.8827,3.3763,-0.5116,0.0568,0.029,0.0
1616.5777,7.8829,3.376,-0.5116,0.0568,0.029,0.0
1616.5912,7.883,3.3756,-0.5115,0.0568,0.029,0.0
1616.6047,7.8832,3.3753,-0.5115,0.0568,0.029,0.0
1616.6181,7.8833,3.3749,-0.5114,0.0568,0.029,0.0
1616.6316,7.8835,3.3745,-0.5114,0.0568,0.029,0.0
1616.645,7.8836,3.3742,-0.5113,0.0568,0.029,0.0
1616.6585,7.8838,3.3738,-0.5112,0.0568,0.029,0.0
1616.6719,7.884,3.3735,-0.5112,0.0568,0.029,0.0
1616.6854,7.8841,3.3731,-0.5111,0.0568,0.029,0.0
1616.6989,7.8843,3.3727,-0.5111,0.0568,0.029,0.0
1616.7123,7.8844,3.3724,-0.511,0.0568,0.029,0.0
1616.7258,7.8846,3.372,-0.511,0.0568,0.029,0.0
1616.7392,7.8847,3.3717,-0.5109,0.0568,0.029,0.0
1616.7527,7.8849,3.3713,-0.5109,0.0568,0.029,0.0
1616.7661,7.8851,3.3709,-0.5108,0.0568,0.029,0.0
1616.7796,7.8852,3.3706,-0.5108,0.0568,0.029,0.0
1616.7931,7.8854,3.3702,-0.5107,0.0568,0.029,0.0
1616.8065,7.8855,3.3699,-0.5106,0.0568,0.029,0.0
1616.82,7.8857,3.3695,-0.5106,0.0568,0.029,0.0
1616.8334,7.8858,3.3691,-0.5105,0.0568,0.029,0.0
1616.8469,7.886,3.3688,-0.5105,0.0568,0.029,0.0
1616.8603,7.8862,3.3684,-0.5104,0.0568,0.029,0.0
1616.8738,7.8863,3.3681,-0.5104,0.0568,0.029,0.0
1616.8872,7.8865,3.3677,-0.5103,0.0568,0.029,0.0
1616.9007,7.8866,3.3673,-0.5103,0.0568,0.029,0.0
1616.9142,7.8868,3.367,-0.5102,0.0568,0.029,0.0
1616.9276,7.8869,3.3666,-0.5102,0.0568,0.029,0.0
1616.9411,7.8871,3.3663,-0.5101,0.0568,0.029,0.0
1616.9545,7.8872,3.3659,-0.5101,0.0568,0.029,0.0
1616.968,7.8874,3.3656,-0.51,0.0568,0.029,0.0
1616.9814,7.8876,3.3652,-0.5099,0.0568,0.029,0.0
1616.9949,7.8877,3.3648,-0.5099,0.0568,0.029,0.0
1617.0084,7.8879,3.3645,-0.5098,0.0568,0.029,0.0
1617.0218,7.888,3.3641,-0.5098,0.0568,0.029,0.0
1617.0353,7.8882,3.3638,-0.5097,0.0568,0.029,0.0
1617.0487,7.8883,3.3634,-0.5097,0.0568,0.029,0.0
1617.0622,7.8885,3.363,-0.5096,0.0568,0.029,0.0
1617.0756,7.8887,3.3627,-0.5096,0.0568,0.029,0.0
1617.0891,7.8888,3.3623,-0.5095,0.0568,0.029,0.0
1617.1026,7.889,3.362,-0.5095,0.0568,0.029,0.0
1617.116,7.8891,3.3616,-0.5094,0.0568,0.029,0.0
1617.1295,7.8893,3.3612,-0.5093,0.0568,0.029,0.0
1617.1429,7.8894,3.3609,-0.5093,0.0568,0.029,0.0
1617.1564,7.8896,3.3605,-0.5092,0.0568,0.029,0.0
1617.1698,7.8898,3.3602,-0.5092,0.0568,0.029,0.0
1617.1833,7.8899,3.3598,-0.5091,0.0568,0.029,0.0
1617.1967,7.8901,3.3594,-0.5091,0.0568,0.029,0.0
1617.2102,7.8902,3.3591,-0.509,0.0568,0.029,0.0
1617.2237,7.8904,3.3587,-0.509,0.0568,0.029,0.0
1617.2371,7.8905,3.3584,-0.5089,0.0568,0.029,0.0
1617.2506,7.8907,3.358,-0.5089,0.0568,0.029,0.0
1617.264,7.8908,3.3576,-0.5088,0.0568,0.029,0.0
1617.2775,7.891,3.3573,-0.5087,0.0568,0.029,0.0
1617.2909,7.8912,3.3569,-0.5087,0.0568,0.029,0.0
1617.3044,7.8913,3.3566,-0.5086,0.0568,0.029,0.0
1617.3179,7.8915,3.3562,-0.5086,0.0568,0.029,0.0
1617.3313,7.8916,3.3558,-0.5085,0.0568,0.029,0.0
1617.3448,7.8918,3.3555,-0.5085,0.0568,0.029,0.0
1617.3582,7.8919,3.3551,-0.5084,0.0568,0.029,0.0
1617.3717,7.8921,3.3548,-0.5084,0.0568,0.029,0.0
1617.3851,7.8922,3.3544,-0.5083,0.0568,0.029,0.0
1617.3986,7.8924,3.354,-0.5083,0.0568,0.029,0.0
1617.4121,7.8926,3.3537,-0.5082,0.0568,0.029,0.0
1617.4255,7.8927,3.3533,-0.5082,0.0568,0.029,0.0
1617.439,7.8929,3.353,-0.5081,0.0568,0.029,0.0
1617.4524,7.893,3.3526,-0.508,0.0568,0.029,0.0
1617.4659,7.8932,3.3522,-0.508,0.0568,0.029,0.0
1617.4793,7.8933,3.3519,-0.5079,0.0568,0.029,0.0
1617.4928,7.8935,3.3515,-0.5079,0.0568,0.029,0.0
1617.5062,7.8936,3.3512,-0.5078,0.0568,0.029,0.0
1617.5197,7.8938,3.3508,-0.5078,0.0568,0.029,0.0
1617.5332,7.894,3.3504,-0.5077,0.0568,0.029,0.0
1617.5466,7.8941,3.3501,-0.5077,0.0568,0.029,0.0
1617.5601,7.8943,3.3497,-0.5076,0.0568,0.029,0.0
1617.5735,7.8944,3.3494,-0.5076,0.0568,0.029,0.0
1617.587,7.8946,3.349,-0.5075,0.0568,0.029,0.0
1617.6004,7.8947,3.3486,-0.5074,0.0568,0.029,0.0
1617.6139,7.8949,3.3483,-0.5074,0.0568,0.029,0.0
1617.6274,7.8951,3.3479,-0.5073,0.0568,0.029,0.0
1617.6408,7.8952,3.3476,-0.5073,0.0568,0.029,0.0
1617.6543,7.8954,3.3472,-0.5072,0.0568,0.029,0.0
1617.6677,7.8955,3.3468,-0.5072,0.0568,0.029,0.0
1617.6812,7.8957,3.3465,-0.5071,0.0568,0.029,0.0
1617.6946,7.8958,3.3461,-0.5071,0.0568,0.029,0.0
1617.7081,7.896,3.3458,-0.507,0.0568,0.029,0.0
1617.7216,7.8961,3.3454,-0.507,0.0568,0.029,0.0
1617.735,7.8963,3.345,-0.5069,0.0568,0.029,0.0
1617.7485,7.8965,3.3447,-0.5068,0.0568,0.029,0.0
1617.7619,7.8966,3.3443,-0.5068,0.0568,0.029,0.0
1617.7754,7.8968,3.344,-0.5067,0.0568,0.029,0.0
1617.7888,7.8969,3.3436,-0.5067,0.0568,0.029,0.0
1617.8023,7.8971,3.3432,-0.5066,0.0568,0.029,0.0
1617.8157,7.8972,3.3429,-0.5066,0.0568,0.029,0.0
1617.8292,7.8974,3.3425,-0.5065,0.0568,0.029,0.0
1617.8427,7.8975,3.3422,-0.5065,0.0568,0.029,0.0
1617.8561,7.8977,3.3418,-0.5064,0.0568,0.029,0.0
1617.8696,7.8978,3.3414,-0.5064,0.0568,0.029,0.0
1617.883,7.898,3.3411,-0.5063,0.0568,0.029,0.0
1617.8965,7.8982,3.3407,-0.5063,0.0568,0.029,0.0
1617.9099,7.8983,3.3404,-0.5062,0.0568,0.029,0.0
1617.9234,7.8985,3.34,-0.5061,0.0568,0.029,0.0
1617.9369,7.8986,3.3396,-0.5061,0.0568,0.029,0.0
1617.9503,7.8988,3.3393,-0.506,0.0568,0.029,0.0
1617.9638,7.8989,3.3389,-0.506,0.0568,0.029,0.0
1617.9772,7.8991,3.3386,-0.5059,0.0568,0.029,0.0
1617.9907,7.8992,3.3382,-0.5059,0.0568,0.029,0.0
1618.0041,7.8994,3.3378,-0.5058,0.0568,0.029,0.0
1618.0176,7.8996,3.3375,-0.5058,0.0568,0.029,0.0
1618.0311,7.8997,3.3371,-0.5057,0.0568,0.029,0.0
1618.0445,7.8999,3.3368,-0.5057,0.0568,0.029,0.0
1618.058,7.9,3.3364,-0.5056,0.0568,0.029,0.0
1618.0714,7.9002,3.336,-0.5055,0.0568,0.029,0.0
1618.0849,7.9003,3.3357,-0.5055,0.0568,0.029,0.0
1618.0983,7.9005,3.3353,-0.5054,0.0568,0.029,0.0
1618.1118,7.9006,3.335,-0.5054,0.0568,0.029,0.0
1618.1253,7.9008,3.3346,-0.5053,0.0568,0.029,0.0
1618.1387,7.901,3.3342,-0.5053,0.0568,0.029,0.0
1618.1522,7.9011,3.3339,-0.5052,0.0568,0.029,0.0
1618.1656,7.9013,3.3335,-0.5052,0.0568,0.029,0.0
1618.1791,7.9014,3.3332,-0.5051,0.0568,0.029,0.0
1618.1925,7.9016,3.3328,-0.5051,0.0568,0.029,0.0
1618.206,7.9017,3.3324,-0.505,0.0568,0.029,0.0
1618.2194,7.9019,3.3321,-0.5049,0.0568,0.029,0.0
1618.2329,7.902,3.3317,-0.5049,0.0568,0.029,0.0
1618.2464,7.9022,3.3314,-0.5048,0.0568,0.029,0.0
1618.2598,7.9023,3.331,-0.5048,0.0568,0.029,0.0
1618.2733,7.9025,3.3306,-0.5047,0.0568,0.029,0.0
1618.2867,7.9027,3.3303,-0.5047,0.0568,0.029,0.0
1618.3002,7.9028,3.3299,-0.5046,0.0568,0.029,0.0
1618.3136,7.903,3.3296,-0.5046,0.0568,0.029,0.0
1618.3271,7.9031,3.3292,-0.5045,0.0568,0.029,0.0
1618.3406,7.9033,3.3288,-0.5045,0.0568,0.029,0.0
1618.354,7.9034,3.3285,-0.5044,0.0568,0.029,0.0
1618.3675,7.9036,3.3281,-0.5043,0.0568,0.029,0.0
1618.3809,7.9037,3.3278,-0.5043,0.0568,0.029,0.0
1618.3944,7.9039,3.3274,-0.5042,0.0568,0.029,0.0
1618.4078,7.904,3.327,-0.5042,0.0568,0.029,0.0
1618.4213,7.9042,3.3267,-0.5041,0.0568,0.029,0.0
1618.4348,7.9044,3.3263,-0.5041,0.0568,0.029,0.0
1618.4482,7.9045,3.326,-0.504,0.0568,0.029,0.0
1618.4617,7.9047,3.3256,-0.504,0.0568,0.029,0.0
1618.4751,7.9048,3.3252,-0.5039,0.0568,0.029,0.0
1618.4886,7.905,3.3249,-0.5039,0.0568,0.029,0.0
1618.502,7.9051,3.3245,-0.5038,0.0568,0.029,0.0
1618.5155,7.9053,3.3242,-0.5037,0.0568,0.029,0.0
1618.5289,7.9054,3.3238,-0.5037,0.0568,0.029,0.0
1618.5424,7.9056,3.3234,-0.5036,0.0568,0.029,0.0
1618.5559,7.9057,3.3231,-0.5036,0.0568,0.029,0.0
1618.5693,7.9059,3.3227,-0.5035,0.0568,0.029,0.0
1618.5828,7.9061,3.3224,-0.5035,0.0568,0.029,0.0
1618.5962,7.9062,3.322,-0.5034,0.0568,0.029,0.0
1618.6097,7.9064,3.3216,-0.5034,0.0568,0.029,0.0
1618.6231,7.9065,3.3213,-0.5033,0.0568,0.029,0.0
1618.6366,7.9067,3.3209,-0.5033,0.0568,0.029,0.0
1618.6501,7.9068,3.3206,-0.5032,0.0568,0.029,0.0
1618.6635,7.907,3.3202,-0.5032,0.0568,0.029,0.0
1618.677,7.9071,3.3198,-0.5031,0.0568,0.029,0.0
1618.6904,7.9073,3.3195,-0.503,0.0568,0.029,0.0
1618.7039,7.9074,3.3191,-0.503,0.0568,0.029,0.0
1618.7173,7.9076,3.3188,-0.5029,0.0568,0.029,0.0
1618.7308,7.9078,3.3184,-0.5029,0.0568,0.029,0.0
1618.7443,7.9079,3.318,-0.5028,0.0568,0.029,0.0
1618.7577,7.9081,3.3177,-0.5028,0.0568,0.029,0.0
1618.7712,7.9082,3.3173,-0.5027,0.0568,0.029,0.0
1618.7846,7.9084,3.317,-0.5027,0.0568,0.029,0.0
1618.7981,7.9085,3.3166,-0.5026,0.0568,0.029,0.0
1618.8115,7.9087,3.3162,-0.5026,0.0568,0.029,0.0
1618.825,7.9088,3.3159,-0.5025,0.0568,0.029,0.0
1618.8384,7.909,3.3155,-0.5024,0.0568,0.029,0.0
1618.8519,7.9091,3.3151,-0.5024,0.0568,0.029,0.0
1618.8654,7.9093,3.3148,-0.5023,0.0568,0.029,0.0
1618.8788,7.9095,3.3144,-0.5023,0.0568,0.029,0.0
1618.8923,7.9096,3.3141,-0.5022,0.0568,0.029,0.0
1618.9057,7.9098,3.3137,-0.5022,0.0568,0.029,0.0
1618.9192,7.9099,3.3133,-0.5021,0.0568,0.029,0.0
1618.9326,7.9101,3.313,-0.5021,0.0568,0.029,0.0
1618.9461,7.9102,3.3126,-0.502,0.0568,0.029,0.0
1618.9596,7.9104,3.3123,-0.502,0.0568,0.029,0.0
1618.973,7.9105,3.3119,-0.5019,0.0568,0.029,0.0
1618.9865,7.9107,3.3115,-0.5018,0.0568,0.029,0.0
1618.9999,7.9108,3.3112,-0.5018,0.0568,0.029,0.0
1619.0134,7.911,3.3108,-0.5017,0.0568,0.029,0.0
1619.0268,7.9111,3.3105,-0.5017,0.0568,0.029,0.0
1619.0403,7.9113,3.3101,-0.5016,0.0568,0.029,0.0
1619.0538,7.9115,3.3097,-0.5016,0.0568,0.029,0.0
1619.0672,7.9116,3.3094,-0.5015,0.0568,0.029,0.0
1619.0807,7.9118,3.309,-0.5015,0.0568,0.029,0.0
1619.0941,7.9119,3.3087,-0.5014,0.0568,0.029,0.0
1619.1076,7.9121,3.3083,-0.5014,0.0568,0.029,0.0
1619.121,7.9122,3.3079,-0.5013,0.0568,0.029,0.0
1619.1345,7.9124,3.3076,-0.5012,0.0568,0.029,0.0
1619.1479,7.9125,3.3072,-0.5012,0.0568,0.029,0.0
1619.1614,7.9127,3.3069,-0.5011,0.0568,0.029,0.0
1619.1749,7.9128,3.3065,-0.5011,0.0568,0.029,0.0
1619.1883,7.913,3.3061,-0.501,0.0568,0.029,0.0
1619.2018,7.9131,3.3058,-0.501,0.0568,0.029,0.0
1619.2152,7.9133,3.3054,-0.5009,0.0568,0.029,0.0
1619.2287,7.9134,3.3051,-0.5009,0.0568,0.029,0.0
1619.2421,7.9136,3.3047,-0.5008,0.0568,0.029,0.0
1619.2556,7.9138,3.3043,-0.5008,0.0568,0.029,0.0
1619.2691,7.9139,3.304,-0.5007,0.0568,0.029,0.0
1619.2825,7.9141,3.3036,-0.5006,0.0568,0.029,0.0
1619.296,7.9142,3.3032,-0.5006,0.0568,0.029,0.0
1619.3094,7.9144,3.3029,-0.5005,0.0568,0.029,0.0
1619.3229,7.9145,3.3025,-0.5005,0.0568,0.029,0.0
1619.3363,7.9147,3.3022,-0.5004,0.0568,0.029,0.0
1619.3498,7.9148,3.3018,-0.5004,0.0568,0.029,0.0
1619.3633,7.915,3.3014,-0.5003,0.0568,0.029,0.0
1619.3767,7.9151,3.3011,-0.5003,0.0568,0.029,0.0
1619.3902,7.9153,3.3007,-0.5002,0.0568,0.029,0.0
1619.4036,7.9154,3.3004,-0.5002,0.0568,0.029,0.0
1619.4171,7.9156,3.3,-0.5001,0.0568,0.029,0.0
1619.4305,7.9158,3.2996,-0.5,0.0568,0.029,0.0
1619.444,7.9159,3.2993,-0.5,0.0568,0.029,0.0
1619.4574,7.9161,3.2989,-0.4999,0.0568,0.029,0.0
1619.4709,7.9162,3.2986,-0.4999,0.0568,0.029,0.0
1619.4844,7.9164,3.2982,-0.4998,0.0568,0.029,0.0
1619.4978,7.9165,3.2978,-0.4998,0.0568,0.029,0.0
1619.5113,7.9167,3.2975,-0.4997,0.0568,0.029,0.0
1619.5247,7.9168,3.2971,-0.4997,0.0568,0.029,0.0
1619.5382,7.917,3.2968,-0.4996,0.0568,0.029,0.0
1619.5516,7.9171,3.2964,-0.4996,0.0568,0.029,0.0
1619.5651,7.9173,3.296,-0.4995,0.0568,0.029,0.0
1619.5786,7.9174,3.2957,-0.4994,0.0568,0.029,0.0
1619.592,7.9176,3.2953,-0.4994,0.0568,0.029,0.0
1619.6055,7.9177,3.295,-0.4993,0.0568,0.029,0.0
1619.6189,7.9179,3.2946,-0.4993,0.0568,0.029,0.0
1619.6324,7.9181,3.2942,-0.4992,0.0568,0.029,0.0
1619.6458,7.9182,3.2939,-0.4992,0.0568,0.029,0.0
1619.6593,7.9184,3.2935,-0.4991,0.0568,0.029,0.0
1619.6728,7.9185,3.2931,-0.4991,0.0568,0.029,0.0
1619.6862,7.9187,3.2928,-0.499,0.0568,0.029,0.0
1619.6997,7.9188,3.2924,-0.499,0.0568,0.029,0.0
1619.7131,7.919,3.2921,-0.4989,0.0568,0.029,0.0
1619.7266,7.9191,3.2917,-0.4988,0.0568,0.029,0.0
1619.74,7.9193,3.2913,-0.4988,0.0568,0.029,0.0
1619.7535,7.9194,3.291,-0.4987,0.0568,0.029,0.0
1619.767,7.9196,3.2906,-0.4987,0.0568,0.029,0.0
1619.7804,7.9197,3.2903,-0.4986,0.0568,0.029,0.0
1619.7939,7.9199,3.2899,-0.4986,0.0568,0.029,0.0
1619.8073,7.92,3.2895,-0.4985,0.0568,0.029,0.0
1619.8208,7.9202,3.2892,-0.4985,0.0568,0.029,0.0
1619.8342,7.9203,3.2888,-0.4984,0.0568,0.029,0.0
1619.8477,7.9205,3.2885,-0.4984,0.0568,0.029,0.0
1619.8611,7.9207,3.2881,-0.4983,0.0568,0.029,0.0
1619.8746,7.9208,3.2877,-0.4983,0.0568,0.029,0.0
1619.8881,7.921,3.2874,-0.4982,0.0568,0.029,0.0
1619.9015,7.9211,3.287,-0.4981,0.0568,0.029,0.0
1619.915,7.9213,3.2866,-0.4981,0.0568,0.029,0.0
1619.9284,7.9214,3.2863,-0.498,0.0568,0.029,0.0
1619.9419,7.9216,3.2859,-0.498,0.0568,0.029,0.0
1619.9553,7.9217,3.2856,-0.4979,0.0568,0.029,0.0
1619.9688,7.9219,3.2852,-0.4979,0.0568,0.029,0.0
1619.9823,7.922,3.2848,-0.4978,0.0568,0.029,0.0
1619.9957,7.9222,3.2845,-0.4978,0.0568,0.029,0.0
1620.0092,7.9223,3.2841,-0.4977,0.0568,0.029,0.0
1620.0226,7.9225,3.2838,-0.4977,0.0568,0.029,0.0
1620.0361,7.9226,3.2834,-0.4976,0.0568,0.029,0.0
1620.0495,7.9228,3.283,-0.4975,0.0568,0.029,0.0
1620.063,7.9229,3.2827,-0.4975,0.0568,0.029,0.0
1620.0765,7.9231,3.2823,-0.4974,0.0568,0.029,0.0
1620.0899,7.9232,3.282,-0.4974,0.0568,0.029,0.0
1620.1034,7.9234,3.2816,-0.4973,0.0568,0.029,0.0
1620.1168,7.9236,3.2812,-0.4973,0.0568,0.029,0.0
1620.1303,7.9237,3.2809,-0.4972,0.0568,0.029,0.0
1620.1437,7.9239,3.2805,-0.4972,0.0568,0.029,0.0
1620.1572,7.924,3.2801,-0.4971,0.0568,0.029,0.0
1620.1706,7.9242,3.2798,-0.4971,0.0568,0.029,0.0
1620.1841,7.9243,3.2794,-0.497,0.0568,0.029,0.0
1620.1976,7.9245,3.2791,-0.4969,0.0568,0.029,0.0
1620.211,7.9246,3.2787,-0.4969,0.0568,0.029,0.0
1620.2245,7.9248,3.2783,-0.4968,0.0568,0.029,0.0
1620.2379,7.9249,3.278,-0.4968,0.0568,0.029,0.0
1620.2514,7.9251,3.2776,-0.4967,0.0568,0.029,0.0
1620.2648,7.9252,3.2773,-0.4967,0.0568,0.029,0.0
1620.2783,7.9254,3.2769,-0.4966,0.0568,0.029,0.0
1620.2918,7.9255,3.2765,-0.4966,0.0568,0.029,0.0
1620.3052,7.9257,3.2762,-0.4965,0.0568,0.029,0.0
1620.3187,7.9258,3.2758,-0.4965,0.0568,0.029,0.0
1620.3321,7.926,3.2755,-0.4964,0.0568,0.029,0.0
1620.3456,7.9261,3.2751,-0.4963,0.0568,0.029,0.0
1620.359,7.9263,3.2747,-0.4963,0.0568,0.029,0.0
1620.3725,7.9264,3.2744,-0.4962,0.0568,0.029,0.0
1620.386,7.9266,3.274,-0.4962,0.0568,0.029,0.0
1620.3994,7.9267,3.2736,-0.4961,0.0568,0.029,0.0
1620.4129,7.9269,3.2733,-0.4961,0.0568,0.029,0.0
